genes	orthology	s288c
CENPK1137D_3031	C+Y	YGR065C
CENPK1137D_2074	C+Y	YOR054C
CENPK1137D_4071	C+Y	YDR247W
CENPK1137D_3471	C+Y	YER064C
CENPK1137D_5004	C+Y	YIL056W
CENPK1137D_3542	C+Y	YER128W
CENPK1137D_3696	C+Y	YDL128W
CENPK1137D_118	C+Y	YMR088C
CENPK1137D_3222	C+Y	YGL212W
CENPK1137D_2624	C+Y	YNL054W
CENPK1137D_3616	C+Y	YEL040W
CENPK1137D_3095	C+Y	YGR128C
CENPK1137D_1894	C+Y	YPL230W
CENPK1137D_518	C+Y	YLR132C
CENPK1137D_4228	C+Y	YDR400W
CENPK1137D_2811	C+Y	YNL229C
CENPK1137D_4347	C+Y	YDR520C
CENPK1137D_1332	C+Y	YJR041C
CENPK1137D_993	C+Y	YKL014C
CENPK1137D_168	C+Y	YML106W
CENPK1137D_790	C+Y	YLR420W
CENPK1137D_313	C+Y	YMR271C
CENPK1137D_4037	C+Y	YDR213W
CENPK1137D_3612	C+Y	
CENPK1137D_2515	C+Y	
CENPK1137D_3316	C+Y	
CENPK1137D_1889	C+Y	
CENPK1137D_5029	C+Y	YIL031W
CENPK1137D_1053	C+Y	YKR044W
CENPK1137D_4296	C+Y	YDR470C
CENPK1137D_4330	C+Y	YDL170W
CENPK1137D_335	C+Y	YML088W
CENPK1137D_2094	C+Y	YOR075W
CENPK1137D_1627	C+Y	YPL072W
CENPK1137D_2497	C+Y	YNL186W
CENPK1137D_3703	C+Y	YDL122W
CENPK1137D_4001	C+Y	YDR177W
CENPK1137D_4719	C+Y	YBR166C
CENPK1137D_100	C+Y	YMR071C
CENPK1137D_3923	C+Y	YDR100W
CENPK1137D_796	C+Y	YLR425W
CENPK1137D_4432	C+Y	YCR084C
CENPK1137D_971	C+Y	YKL034W
CENPK1137D_973	C+Y	YKL033W
CENPK1137D_3930	C+Y	YDR108W
CENPK1137D_3130	C+Y	YGR166W
CENPK1137D_2945	C+Y	YGL026C
CENPK1137D_4180	C+Y	YDR354W
CENPK1137D_925	C+Y	YKL211C
CENPK1137D_3502	C+Y	YER090W
CENPK1137D_3831	C+Y	YDR007W
CENPK1137D_14	C+Y	YML014W
CENPK1137D_1215	C+Y	YJL087C
CENPK1137D_3894	C+Y	YDR074W
CENPK1137D_4673	C+Y	YBR126C
CENPK1137D_651	C+Y	YLL028W
CENPK1137D_3276	C+Y	YGL186C
CENPK1137D_563	C+Y	YLR183C
CENPK1137D_4714	C+Y	YBR162C
CENPK1137D_2548	C+Y	YNL131W
CENPK1137D_4282	C+Y	YDR457W
CENPK1137D_1020	C+Y	YKR010C
CENPK1137D_4869	C+Y	YBL054W
CENPK1137D_3227	C+Y	YGR260W
CENPK1137D_2073	C+Y	YOR052C
CENPK1137D_637	C+Y	YLR262C-A
CENPK1137D_2267	C+Y	YOR252W
CENPK1137D_699	C+Y	YLR327C
CENPK1137D_4294	C+Y	YDR468C
CENPK1137D_1247	C+Y	YJL054W
CENPK1137D_3002	C+Y	YGR033C
CENPK1137D_4150	C+Y	YDR322C-A
CENPK1137D_5420	C+Y	YHR025W
CENPK1137D_2447	C+Y	YOL072W
CENPK1137D_3470	C+Y	YER063W
CENPK1137D_1910	C+Y	YPL214C
CENPK1137D_3109	C+Y	YGR144W
CENPK1137D_3747	C+Y	YDL080C
CENPK1137D_1815	C+Y	YPR121W
CENPK1137D_1591	C+Y	YPL258C
CENPK1137D_1965	C+Y	YOL055C
CENPK1137D_4796	C+Y	YBR240C
CENPK1137D_359	C+Y	YMR313C
CENPK1137D_3877	C+Y	YDR058C
CENPK1137D_3150	C+Y	YGR186W
CENPK1137D_1694	C+Y	YPL007C
CENPK1137D_2128	C+Y	YOR110W
CENPK1137D_4187	C+Y	YDR362C
CENPK1137D_4671	C+Y	YBR123C
CENPK1137D_389	C+Y	YML064C
CENPK1137D_3066	C+Y	YGR099W
CENPK1137D_5021	C+Y	YIL039W
CENPK1137D_2353	C+Y	YOR337W
CENPK1137D_5401	C+Y	YHR009C
CENPK1137D_3479	C+Y	YER071C
CENPK1137D_3171	C+Y	YGR205W
CENPK1137D_1947	C+Y	YPL180W
CENPK1137D_977	C+Y	YKL027W
CENPK1137D_5393	C+Y	YHR003C
CENPK1137D_380	C+Y	YML072C
CENPK1137D_4700	C+Y	YBR150C
CENPK1137D_1571	C+Y	YPL128C
CENPK1137D_1337	C+Y	YJR046W
CENPK1137D_4412	C+Y	YCR060W
CENPK1137D_34	C+Y	YMR005W
CENPK1137D_1689	C+Y	YPL011C
CENPK1137D_1570	C+Y	YPL129W
CENPK1137D_1791	C+Y	YPR095C
CENPK1137D_4525	C+Y	YCR030C
CENPK1137D_3763	C+Y	YDL063C
CENPK1137D_2496	C+Y	YNL187W
CENPK1137D_2598	C+Y	YNL081C
CENPK1137D_182	C+Y	YMR149W
CENPK1137D_561	C+Y	YLR182W
CENPK1137D_3950	C+Y	YDR126W
CENPK1137D_1669	C+Y	YPL032C
CENPK1137D_4171	C+Y	YDR346C
CENPK1137D_4120	C+Y	YDR297W
CENPK1137D_4889	C+Y	YBL034C
CENPK1137D_5075	C+Y	YIR011C
CENPK1137D_3279	C+Y	YGL184C
CENPK1137D_3779	C+Y	YDL048C
CENPK1137D_744	C+Y	YLR375W
CENPK1137D_5398	C+Y	YHR006W
CENPK1137D_4290	C+Y	YDR463W
CENPK1137D_536	C+Y	YLR150W
CENPK1137D_4363	C+Y	YDR536W
CENPK1137D_2980	C+Y	YGR008C
CENPK1137D_4375	C+Y	YDL159W
CENPK1137D_4467	C+Y	YCL032W
CENPK1137D_3925	C+Y	YDR103W
CENPK1137D_1133	C+Y	YKL178C
CENPK1137D_3357	C+Y	YFL026W
CENPK1137D_1378	C+Y	YJR086W
CENPK1137D_5231	C+Y	YHR084W
CENPK1137D_731	C+Y	YLR362W
CENPK1137D_5328	C+Y	YHR178W
CENPK1137D_49	C+Y	YMR019W
CENPK1137D_3991	C+Y	YDR169C
CENPK1137D_5206	C+Y	YHR064C
CENPK1137D_1477	C+Y	YJL156C
CENPK1137D_1608	C+Y	YPL092W
CENPK1137D_823	C+Y	YLR452C
CENPK1137D_2257	C+Y	YOR242C
CENPK1137D_4269	C+Y	YDR443C
CENPK1137D_851	C+Y	YLR006C
CENPK1137D_4115	C+Y	YDR293C
CENPK1137D_1210	C+Y	YJL092W
CENPK1137D_1105	C+Y	YKR092C
CENPK1137D_1184	C+Y	YKL122C
CENPK1137D_3733	C+Y	YDL092W
CENPK1137D_507	C+Y	YLR119W
CENPK1137D_3690	C+Y	YDL133W
CENPK1137D_4429	C+Y	YCR081W
CENPK1137D_4811	C+Y	YBR253W
CENPK1137D_3072	C+Y	YGR104C
CENPK1137D_3680	C+Y	YER022W
CENPK1137D_5437	C+Y	YHR041C
CENPK1137D_5076	C+Y	YIR012W
CENPK1137D_2815	C+Y	YNL224C
CENPK1137D_441	C+Y	YLR055C
CENPK1137D_4626	C+Y	YBR081C
CENPK1137D_214	C+Y	YMR179W
CENPK1137D_2015	C+Y	YOL148C
CENPK1137D_3575	C+Y	YER161C
CENPK1137D_1506	C+Y	YJL127C
CENPK1137D_2331	C+Y	YOR313C
CENPK1137D_4291	C+Y	YDR464W
CENPK1137D_4702	C+Y	YBR152W
CENPK1137D_3448	C+Y	YER046W
CENPK1137D_3926	C+Y	YDR104C
CENPK1137D_3564	C+Y	YER150W
CENPK1137D_227	C+Y	YMR191W
CENPK1137D_1046	C+Y	YKR037C
CENPK1137D_3674	C+Y	YER018C
CENPK1137D_149	C+Y	YMR117C
CENPK1137D_400	C+Y	YML055W
CENPK1137D_2882	C+Y	YGL093W
CENPK1137D_1308	C+Y	YJR010C-A
CENPK1137D_716	C+Y	YLL021W
CENPK1137D_3494	C+Y	YEL059C-A
CENPK1137D_45	C+Y	YMR016C
CENPK1137D_127	C+Y	YMR096W
CENPK1137D_2984	C+Y	YGR013W
CENPK1137D_1137	C+Y	YKL173W
CENPK1137D_2843	C+Y	YGL131C
CENPK1137D_3834	C+Y	YDR011W
CENPK1137D_126	C+Y	YMR095C
CENPK1137D_3162	C+Y	YGR197C
CENPK1137D_4848	C+Y	YBR289W
CENPK1137D_3702	C+Y	YDL123W
CENPK1137D_4354	C+Y	YDR525W-A
CENPK1137D_3194	C+Y	YGR229C
CENPK1137D_3047	C+Y	YGR081C
CENPK1137D_3812	C+Y	YDL013W
CENPK1137D_5425	C+Y	YHR030C
CENPK1137D_524	C+Y	YLR139C
CENPK1137D_3597	C+Y	YER180C-A
CENPK1137D_5110	C+Y	YIL147C
CENPK1137D_4706	C+Y	YBR156C
CENPK1137D_3179	C+Y	YGR212W
CENPK1137D_893	C+Y	YKL108W
CENPK1137D_4920	C+Y	YBL007C
CENPK1137D_1675	C+Y	YPL026C
CENPK1137D_5360	C+Y	YHR206W
CENPK1137D_2381	C+Y	YOL113W
CENPK1137D_3211	C+Y	YGL213C
CENPK1137D_566	C+Y	YLR187W
CENPK1137D_1116	C+Y	YKR100C
CENPK1137D_2645	C+Y	YNL032W
CENPK1137D_1083	C+Y	YKR072C
CENPK1137D_173	C+Y	YMR140W
CENPK1137D_2804	C+Y	YNL236W
CENPK1137D_2408	C+Y	YOL110W
CENPK1137D_3920	C+Y	YDL212W
CENPK1137D_3531	C+Y	YER118C
CENPK1137D_544	C+Y	YLR164W
CENPK1137D_4222	C+Y	YDR393W
CENPK1137D_2055	C+Y	YOR035C
CENPK1137D_1052	C+Y	YKR043C
CENPK1137D_1852	C+Y	YPR161C
CENPK1137D_2091	C+Y	YOR073W
CENPK1137D_4487	C+Y	YCL010C
CENPK1137D_1890	C+Y	YPR198W
CENPK1137D_5160	C+Y	YIL099W
CENPK1137D_1001	C+Y	YKL006C-A
CENPK1137D_2043	C+Y	YOR021C
CENPK1137D_2156	C+Y	YOR140W
CENPK1137D_955	C+Y	YKL051W
CENPK1137D_1388	C+Y	YJR095W
CENPK1137D_5243	C+Y	YHR098C
CENPK1137D_2184	C+Y	YOR165W
CENPK1137D_87	C+Y	YMR059W
CENPK1137D_4832	C+Y	YBL066C
CENPK1137D_4417	C+Y	YCR067C
CENPK1137D_3898	C+Y	YDR077W
CENPK1137D_1755	C+Y	YPR055W
CENPK1137D_667	C+Y	YLR292C
CENPK1137D_4725	C+Y	YBR171W
CENPK1137D_3988	C+Y	YDR166C
CENPK1137D_811	C+Y	YLR440C
CENPK1137D_3664	C+Y	YER008C
CENPK1137D_4326	C+Y	YDR498C
CENPK1137D_2702	C+Y	YNR026C
CENPK1137D_3123	C+Y	YGL224C
CENPK1137D_5176	C+Y	YIL084C
CENPK1137D_4002	C+Y	YDR178W
CENPK1137D_3246	C+Y	YGR279C
CENPK1137D_2943	C+Y	YGL028C
CENPK1137D_350	C+Y	YMR305C
CENPK1137D_4915	C+Y	YBL011W
CENPK1137D_3533	C+Y	YER120W
CENPK1137D_3016	C+Y	YGR049W
CENPK1137D_4394	C+Y	YDL139C
CENPK1137D_252	C+Y	YMR214W
CENPK1137D_5359	C+Y	YHR205W
CENPK1137D_2346	C+Y	YOR329C
CENPK1137D_3230	C+Y	YGR263C
CENPK1137D_4504	C+Y	YCR008W
CENPK1137D_4006	C+Y	YDR181C
CENPK1137D_4870	C+Y	YBL052C
CENPK1137D_159	C+Y	YMR127C
CENPK1137D_304	C+Y	YMR263W
CENPK1137D_3449	C+Y	YER047C
CENPK1137D_88	C+Y	YMR060C
CENPK1137D_5229	C+Y	YHR083W
CENPK1137D_3543	C+Y	YER129W
CENPK1137D_4838	C+Y	YBR280C
CENPK1137D_3286	C+Y	YGL175C
CENPK1137D_3751	C+Y	YDL076C
CENPK1137D_4641	C+Y	YBR095C
CENPK1137D_2155	C+Y	YOR138C
CENPK1137D_843	C+Y	YLL002W
CENPK1137D_5303	C+Y	YHR154W
CENPK1137D_2478	C+Y	YNL206C
CENPK1137D_2824	C+Y	YGL252C
CENPK1137D_2453	C+Y	YOL067C
CENPK1137D_2136	C+Y	YOR118W
CENPK1137D_5234	C+Y	YHR087W
CENPK1137D_2126	C+Y	YOL138C
CENPK1137D_307	C+Y	YMR266W
CENPK1137D_1409	C+Y	YJR113C
CENPK1137D_3182	C+Y	YGR215W
CENPK1137D_1394	C+Y	YJR101W
CENPK1137D_5167	C+Y	YIL093C
CENPK1137D_3999	C+Y	YDR175C
CENPK1137D_2845	C+Y	YGL129C
CENPK1137D_1153	C+Y	YKL155C
CENPK1137D_2717	C+Y	YNR037C
CENPK1137D_3860	C+Y	YDR041W
CENPK1137D_373	C+Y	YML127W
CENPK1137D_3422	C+Y	YFR037C
CENPK1137D_882	C+Y	YLR033W
CENPK1137D_1018	C+Y	YKR008W
CENPK1137D_4126	C+Y	YDR303C
CENPK1137D_599	C+Y	YLR221C
CENPK1137D_1931	C+Y	YPL193W
CENPK1137D_1973	C+Y	YOL048C
CENPK1137D_4531	C+Y	YCR035C
CENPK1137D_3714	C+Y	YDL111C
CENPK1137D_1275	C+Y	YJL025W
CENPK1137D_525	C+Y	YLR141W
CENPK1137D_411	C+Y	YML043C
CENPK1137D_5426	C+Y	YHR031C
CENPK1137D_2323	C+Y	YOR305W
CENPK1137D_5434	C+Y	YHR038W
CENPK1137D_1546	C+Y	YPL152W
CENPK1137D_3694	C+Y	YDL130W
CENPK1137D_3806	C+Y	YDL020C
CENPK1137D_791	C+Y	YLR421C
CENPK1137D_3348	C+Y	YFL034C-A
CENPK1137D_2530	C+Y	YNL151C
CENPK1137D_1484	C+Y	YJL148W
CENPK1137D_4566	C+Y	YBL093C
CENPK1137D_237	C+Y	YMR200W
CENPK1137D_3404	C+Y	YFR022W
CENPK1137D_2039	C+Y	YOR018W
CENPK1137D_2846	C+Y	YGL250W
CENPK1137D_530	C+Y	YLR145W
CENPK1137D_3323	C+Y	YFR048W
CENPK1137D_3824	C+Y	YDL001W
CENPK1137D_1176	C+Y	YKL132C
CENPK1137D_1610	C+Y	YPL089C
CENPK1137D_1719	C+Y	YPR018W
CENPK1137D_522	C+Y	YLR137W
CENPK1137D_4575	C+Y	YBR030W
CENPK1137D_4024	C+Y	YDR198C
CENPK1137D_5349	C+Y	YHR197W
CENPK1137D_326	C+Y	YMR283C
CENPK1137D_92	C+Y	YMR063W
CENPK1137D_2926	C+Y	YGL045W
CENPK1137D_5285	C+Y	YHL024W
CENPK1137D_2726	C+Y	YNL294C
CENPK1137D_3351	C+Y	YFL033C
CENPK1137D_5252	C+Y	YHL027W
CENPK1137D_4524	C+Y	YCR028C-A
CENPK1137D_887	C+Y	YLR039C
CENPK1137D_4703	C+Y	YBR153W
CENPK1137D_4815	C+Y	YBR256C
CENPK1137D_2071	C+Y	YOL143C
CENPK1137D_4314	C+Y	YDR487C
CENPK1137D_4890	C+Y	YBL033C
CENPK1137D_5140	C+Y	YIL118W
CENPK1137D_2589	C+Y	YNL090W
CENPK1137D_968	C+Y	YKL038W
CENPK1137D_3960	C+Y	YDR137W
CENPK1137D_3334	C+Y	YFL047W
CENPK1137D_496	C+Y	YLR107W
CENPK1137D_3849	C+Y	YDR028C
CENPK1137D_1708	C+Y	YPR007C
CENPK1137D_1565	C+Y	YPL133C
CENPK1137D_2300	C+Y	YOR285W
CENPK1137D_4618	C+Y	YBR073W
CENPK1137D_1262	C+Y	YJL204C
CENPK1137D_3827	C+Y	YDR003W
CENPK1137D_4549	C+Y	YBR005W
CENPK1137D_623	C+Y	YLR248W
CENPK1137D_3303	C+Y	YGL158W
CENPK1137D_2695	C+Y	YNR018W
CENPK1137D_470	C+Y	YLR084C
CENPK1137D_2319	C+Y	YOR301W
CENPK1137D_4027	C+Y	YDR202C
CENPK1137D_2580	C+Y	YNL098C
CENPK1137D_4040	C+Y	YDR217C
CENPK1137D_1344	C+Y	YJR052W
CENPK1137D_3828	C+Y	YDR004W
CENPK1137D_1545	C+Y	YPL153C
CENPK1137D_880	C+Y	YLR032W
CENPK1137D_2383	C+Y	YOR368W
CENPK1137D_4587	C+Y	YBR043C
CENPK1137D_1467	C+Y	YJL166W
CENPK1137D_3419	C+Y	YFR033C
CENPK1137D_1884	C+Y	YPR191W
CENPK1137D_5391	C+Y	YHR001W-A
CENPK1137D_1122	C+Y	YKL188C
CENPK1137D_2363	C+Y	YOR348C
CENPK1137D_992	C+Y	YKL015W
CENPK1137D_3134	C+Y	YGR169C
CENPK1137D_785	C+Y	YLR414C
CENPK1137D_2958	C+Y	YGL014W
CENPK1137D_3412	C+Y	YFR029W
CENPK1137D_4428	C+Y	YCR079W
CENPK1137D_3818	C+Y	YDL006W
CENPK1137D_4876	C+Y	YBL046W
CENPK1137D_3852	C+Y	YDR032C
CENPK1137D_3873	C+Y	YDR055W
CENPK1137D_834	C+Y	YLL010C
CENPK1137D_4333	C+Y	YDR505C
CENPK1137D_3136	C+Y	YGR170W
CENPK1137D_1224	C+Y	YJL078C
CENPK1137D_5376	C+Y	YHL011C
CENPK1137D_1129	C+Y	YKL181W
CENPK1137D_1190	C+Y	YKL116C
CENPK1137D_4793	C+Y	YBR237W
CENPK1137D_309	C+Y	YMR268C
CENPK1137D_2687	C+Y	YNR011C
CENPK1137D_5142	C+Y	YIL117C
CENPK1137D_1521	C+Y	YJL108C
CENPK1137D_2761	C+Y	YNL279W
CENPK1137D_4835	C+Y	YBR276C
CENPK1137D_860	C+Y	YLR014C
CENPK1137D_2709	C+Y	YNR032W
CENPK1137D_1939	C+Y	YPL188W
CENPK1137D_4909	C+Y	YBL018C
CENPK1137D_4720	C+Y	YBR167C
CENPK1137D_2758	C+Y	YNL282W
CENPK1137D_864	C+Y	YLR018C
CENPK1137D_3539	C+Y	YEL055C
CENPK1137D_4453	C+Y	YCL047C
CENPK1137D_4567	C+Y	YBR022W
CENPK1137D_2282	C+Y	YOR266W
CENPK1137D_2933	C+Y	YGL037C
CENPK1137D_1179	C+Y	YKL128C
CENPK1137D_3164	C+Y	YGR199W
CENPK1137D_1441	C+Y	YJR143C
CENPK1137D_4099	C+Y	YDR276C
CENPK1137D_1665	C+Y	YPL036W
CENPK1137D_2964	C+Y	YGL008C
CENPK1137D_4329	C+Y	YDR501W
CENPK1137D_154	C+Y	YMR123W
CENPK1137D_2915	C+Y	YGL059W
CENPK1137D_2418	C+Y	YOL100W
CENPK1137D_1474	C+Y	YJL160C
CENPK1137D_4871	C+Y	YBL051C
CENPK1137D_2122	C+Y	YOR104W
CENPK1137D_648	C+Y	YLR273C
CENPK1137D_2948	C+Y	YGL023C
CENPK1137D_4138	C+Y	YDR313C
CENPK1137D_2689	C+Y	YNR013C
CENPK1137D_4651	C+Y	YBR106W
CENPK1137D_1670	C+Y	YPL031C
CENPK1137D_3198	C+Y	YGR233C
CENPK1137D_3420	C+Y	YFR034C
CENPK1137D_2433	C+Y	YOL084W
CENPK1137D_963	C+Y	YKL043W
CENPK1137D_2505	C+Y	YNL316C
CENPK1137D_2531	C+Y	YNL149C
CENPK1137D_5153	C+Y	YIL107C
CENPK1137D_4284	C+Y	YDR459C
CENPK1137D_2019	C+Y	YOL003C
CENPK1137D_3100	C+Y	YGR133W
CENPK1137D_2975	C+Y	YGR004W
CENPK1137D_696	C+Y	YLR324W
CENPK1137D_4305	C+Y	YDR479C
CENPK1137D_5299	C+Y	YHR150W
CENPK1137D_3761	C+Y	YDL065C
CENPK1137D_2026	C+Y	YOL147C
CENPK1137D_2038	C+Y	YOR017W
CENPK1137D_2175	C+Y	YOR158W
CENPK1137D_3900	C+Y	YDR079W
CENPK1137D_642	C+Y	YLR266C
CENPK1137D_2169	C+Y	YOR153W
CENPK1137D_2809	C+Y	YNL231C
CENPK1137D_4234	C+Y	YDR406W
CENPK1137D_1642	C+Y	YPL058C
CENPK1137D_2345	C+Y	YOR328W
CENPK1137D_2868	C+Y	YGL248W
CENPK1137D_3053	C+Y	YGR087C
CENPK1137D_891	C+Y	YLR044C
CENPK1137D_3465	C+Y	YER059W
CENPK1137D_5214	C+Y	YHR071W
CENPK1137D_1111	C+Y	YKR097W
CENPK1137D_4444	C+Y	YCL052C
CENPK1137D_4308	C+Y	YDL173W
CENPK1137D_5112	C+Y	YIL145C
CENPK1137D_5205	C+Y	YHR063C
CENPK1137D_1075	C+Y	YKR065C
CENPK1137D_4074	C+Y	YDR251W
CENPK1137D_4173	C+Y	YDR348C
CENPK1137D_4837	C+Y	YBR279W
CENPK1137D_5217	C+Y	YHR073W
CENPK1137D_2149	C+Y	YOR130C
CENPK1137D_841	C+Y	YLL004W
CENPK1137D_4678	C+Y	YBR129C
CENPK1137D_1491	C+Y	YJL212C
CENPK1137D_5341	C+Y	YHL020C
CENPK1137D_4141	C+Y	YDR316W
CENPK1137D_3887	C+Y	YDR067C
CENPK1137D_5230	C+Y	YHL029C
CENPK1137D_4442	C+Y	YCR095C
CENPK1137D_2622	C+Y	YNL056W
CENPK1137D_2579	C+Y	YNL099C
CENPK1137D_1074	C+Y	YKR064W
CENPK1137D_480	C+Y	YLR093C
CENPK1137D_3309	C+Y	YGL151W
CENPK1137D_3736	C+Y	YDL089W
CENPK1137D_1333	C+Y	YJR042W
CENPK1137D_1239	C+Y	YJL061W
CENPK1137D_4980	C+Y	YAR002W
CENPK1137D_185	C+Y	YMR153W
CENPK1137D_706	C+Y	YLR335W
CENPK1137D_1263	C+Y	YJL039C
CENPK1137D_201	C+Y	YML103C
CENPK1137D_1094	C+Y	YKR082W
CENPK1137D_949	C+Y	YKL057C
CENPK1137D_77	C+Y	YMR047C
CENPK1137D_937	C+Y	YKL068W
CENPK1137D_2388	C+Y	YOR373W
CENPK1137D_1977	C+Y	YOL043C
CENPK1137D_1355	C+Y	YJR062C
CENPK1137D_2588	C+Y	YNL091W
CENPK1137D_1866	C+Y	YPL233W
CENPK1137D_2525	C+Y	YNL156C
CENPK1137D_5280	C+Y	YHR133C
CENPK1137D_4609	C+Y	YBR066C
CENPK1137D_3862	C+Y	YDR043C
CENPK1137D_2225	C+Y	YOR209C
CENPK1137D_5296	C+Y	YHL023C
CENPK1137D_121	C+Y	YMR091C
CENPK1137D_3781	C+Y	YDL046W
CENPK1137D_1772	C+Y	YPR072W
CENPK1137D_2059	C+Y	YOL144W
CENPK1137D_3909	C+Y	YDL213C
CENPK1137D_3657	C+Y	YER002W
CENPK1137D_659	C+Y	YLR285W
CENPK1137D_1407	C+Y	YJR112W
CENPK1137D_3823	C+Y	YDL002C
CENPK1137D_523	C+Y	YLR138W
CENPK1137D_35	C+Y	YML118W
CENPK1137D_328	C+Y	YMR285C
CENPK1137D_4000	C+Y	YDR176W
CENPK1137D_1898	C+Y	YPL226W
CENPK1137D_1225	C+Y	YJL076W
CENPK1137D_5271	C+Y	YHR124W
CENPK1137D_13	C+Y	YML120C
CENPK1137D_421	C+Y	YML031W
CENPK1137D_2643	C+Y	YNL036W
CENPK1137D_1841	C+Y	YPR149W
CENPK1137D_1251	C+Y	YJL205C
CENPK1137D_1847	C+Y	YPR155C
CENPK1137D_2268	C+Y	YOR253W
CENPK1137D_98	C+Y	YMR069W
CENPK1137D_3113	C+Y	YGR147C
CENPK1137D_1573	C+Y	YPL126W
CENPK1137D_2542	C+Y	YNL137C
CENPK1137D_4320	C+Y	YDR493W
CENPK1137D_2316	C+Y	YOR298W
CENPK1137D_4602	C+Y	YBR057C
CENPK1137D_1629	C+Y	YPL070W
CENPK1137D_929	C+Y	YKL074C
CENPK1137D_131	C+Y	YMR100W
CENPK1137D_4945	C+Y	YAL034W-A
CENPK1137D_3124	C+Y	YGR158C
CENPK1137D_1124	C+Y	YKL186C
CENPK1137D_267	C+Y	YMR228W
CENPK1137D_1092	C+Y	YKR080W
CENPK1137D_5300	C+Y	YHR151C
CENPK1137D_4813	C+Y	YBR255W
CENPK1137D_904	C+Y	YKL098W
CENPK1137D_1510	C+Y	YJL123C
CENPK1137D_1080	C+Y	YKL194C
CENPK1137D_581	C+Y	YLR203C
CENPK1137D_3718	C+Y	YDL107W
CENPK1137D_2606	C+Y	YNL073W
CENPK1137D_5267	C+Y	YHR120W
CENPK1137D_5435	C+Y	YHR039C
CENPK1137D_334	C+Y	YML128C
CENPK1137D_2985	C+Y	YGR014W
CENPK1137D_2205	C+Y	YOR188W
CENPK1137D_2474	C+Y	YNL211C
CENPK1137D_4555	C+Y	YBL095W
CENPK1137D_1660	C+Y	YPL041C
CENPK1137D_2385	C+Y	YOR370C
CENPK1137D_191	C+Y	YMR158W
CENPK1137D_3129	C+Y	YGR165W
CENPK1137D_2615	C+Y	YNL306W
CENPK1137D_222	C+Y	YMR188C
CENPK1137D_4061	C+Y	YDR237W
CENPK1137D_5295	C+Y	YHR147C
CENPK1137D_1205	C+Y	YJL096W
CENPK1137D_264	C+Y	YMR225C
CENPK1137D_1954	C+Y	YPL173W
CENPK1137D_810	C+Y	YLR439W
CENPK1137D_1140	C+Y	YKL170W
CENPK1137D_4826	C+Y	YBR268W
CENPK1137D_4669	C+Y	YBR122C
CENPK1137D_4149	C+Y	YDR322W
CENPK1137D_329	C+Y	YMR286W
CENPK1137D_1170	C+Y	YKL138C
CENPK1137D_4289	C+Y	YDR462W
CENPK1137D_4840	C+Y	YBR282W
CENPK1137D_3040	C+Y	YGR076C
CENPK1137D_2504	C+Y	YNL177C
CENPK1137D_1097	C+Y	YKR085C
CENPK1137D_4885	C+Y	YBL038W
CENPK1137D_686	C+Y	YLR312W-A
CENPK1137D_1016	C+Y	YKR006C
CENPK1137D_4031	C+Y	YDL202W
CENPK1137D_3937	C+Y	YDR116C
CENPK1137D_1165	C+Y	YKL142W
CENPK1137D_1582	C+Y	YPL118W
CENPK1137D_1143	C+Y	YKL167C
CENPK1137D_3050	C+Y	YGR084C
CENPK1137D_4172	C+Y	YDR347W
CENPK1137D_1942	C+Y	YPL184C
CENPK1137D_2839	C+Y	YGL136C
CENPK1137D_3748	C+Y	YDL079C
CENPK1137D_2909	C+Y	YGL064C
CENPK1137D_4495	C+Y	YCL061C
CENPK1137D_2900	C+Y	YGL075C
CENPK1137D_1234	C+Y	YJL066C
CENPK1137D_3687	C+Y	YJR160C
CENPK1137D_2303	C+Y	YOR288C
CENPK1137D_3347	C+Y	YFL034C-B
CENPK1137D_941	C+Y	YKL064W
CENPK1137D_1651	C+Y	YPL050C
CENPK1137D_1429	C+Y	YJL186W
CENPK1137D_4559	C+Y	YBR015C
CENPK1137D_1452	C+Y	YJL183W
CENPK1137D_4069	C+Y	YDR245W
CENPK1137D_443	C+Y	YLR057W
CENPK1137D_1901	C+Y	YPL224C
CENPK1137D_211	C+Y	YMR177W
CENPK1137D_839	C+Y	YLL006W
CENPK1137D_1881	C+Y	YPR188C
CENPK1137D_2869	C+Y	YGL106W
CENPK1137D_2593	C+Y	YNL085W
CENPK1137D_2603	C+Y	YNL076W
CENPK1137D_4543	C+Y	YBL107C
CENPK1137D_3648	C+Y	YEL007W
CENPK1137D_1994	C+Y	YOL026C
CENPK1137D_2937	C+Y	YGL035C
CENPK1137D_913	C+Y	YKL089W
CENPK1137D_2749	C+Y	YNL291C
CENPK1137D_1026	C+Y	YKR016W
CENPK1137D_3201	C+Y	YGR235C
CENPK1137D_3393	C+Y	YFR011C
CENPK1137D_4118	C+Y	YDR296W
CENPK1137D_1260	C+Y	YJL042W
CENPK1137D_147	C+Y	YMR115W
CENPK1137D_4455	C+Y	YCL044C
CENPK1137D_1442	C+Y	YJR144W
CENPK1137D_2228	C+Y	YOR211C
CENPK1137D_3721	C+Y	YDL233W
CENPK1137D_1940	C+Y	YPL187W
CENPK1137D_4768	C+Y	YBR213W
CENPK1137D_3503	C+Y	YER091C
CENPK1137D_1434	C+Y	YJR137C
CENPK1137D_4077	C+Y	YDR253C
CENPK1137D_1663	C+Y	YPL038W
CENPK1137D_1305	C+Y	YJR010W
CENPK1137D_5082	C+Y	YIR017C
